id,value,feed_id,created_at,lat,lon,ele
0FVCQ20VE7HZMJ1HNZ0R8CNZXG,14,3047082,2025-03-31 07:03:33 UTC,,,
0FVCQ22CCSW5K6KYDTYP5GHKX8,19,3047082,2025-03-31 07:03:38 UTC,,,
0FVCQ23XD83Z8EW3J7DVTQ7H24,14,3047082,2025-03-31 07:03:43 UTC,,,
0FVCQ25EJW21VBKFRN04JY17KA,12,3047082,2025-03-31 07:03:48 UTC,,,
0FVCQ26ZGJRW0QGBEJ2ZYTDZNP,18,3047082,2025-03-31 07:03:53 UTC,,,
0FVCQ28H5JY0MN9F3FCF0K3Y3K,10,3047082,2025-03-31 07:03:58 UTC,,,
0FVCQ2A1M5V45KVR75FDYQQTYW,14,3047082,2025-03-31 07:04:03 UTC,,,
0FVCQ2BJMZ84BBH79BNP58GX01,18,3047082,2025-03-31 07:04:08 UTC,,,
0FVCQ2D3K76T2894YZ7WDHRHYT,19,3047082,2025-03-31 07:04:13 UTC,,,
0FVCQ2ENE1QZ1A4WXC7MMXAF2P,12,3047082,2025-03-31 07:04:18 UTC,,,
0FVCQ2G5N4KP3D4Z681YDDQZH5,12,3047082,2025-03-31 07:04:23 UTC,,,
0FVCQ2HPQ16FM0DY1YZRC7P7VP,17,3047082,2025-03-31 07:04:28 UTC,,,
0FVCQ2K7Z61BAS4ND95F3JC1K1,13,3047082,2025-03-31 07:04:33 UTC,,,
0FVCQ2MRRJ9DZY7C61EZ74WE13,10,3047082,2025-03-31 07:04:38 UTC,,,
0FVCQ2PA4BYKJJE8MY73P88BG8,14,3047082,2025-03-31 07:04:43 UTC,,,
0FVCQ2QTTYBKHGS5CT10D6EFTK,13,3047082,2025-03-31 07:04:48 UTC,,,
0FVCQ2SBVP1WM5CD82RWTHYEA9,14,3047082,2025-03-31 07:04:53 UTC,,,
0FVCQ2TWXQT98EDX0C2MACCCZ3,20,3047082,2025-03-31 07:04:58 UTC,,,
0FVCQ2WDY92BKTFJSYQMMVCP6N,16,3047082,2025-03-31 07:05:03 UTC,,,
0FVCQ2XZCVT83FWNF4W2R5FVQ0,14,3047082,2025-03-31 07:05:08 UTC,,,
0FVCQ2ZG53Z1NTGZSFJCQQ9X71,12,3047082,2025-03-31 07:05:13 UTC,,,
0FVCQ311GAZ76R7SH0WDM3P3SJ,16,3047082,2025-03-31 07:05:18 UTC,,,
0FVCQ32J460F4REG1RGX1YKQVN,14,3047082,2025-03-31 07:05:23 UTC,,,
0FVCQ34GYFTZD0DHXVPA17NT3G,16,3047082,2025-03-31 07:05:30 UTC,,,
0FVCQ35MB5AAH3583PPZ4ES35E,11,3047082,2025-03-31 07:05:33 UTC,,,
0FVCQ375859ATWYEQ06ENXKX38,11,3047082,2025-03-31 07:05:38 UTC,,,
0FVCQ38P5SS2HRTSGK31033TWY,17,3047082,2025-03-31 07:05:43 UTC,,,
0FVCQ3A7DH51B7GPJXQ1G5ZMYQ,20,3047082,2025-03-31 07:05:48 UTC,,,
0FVCQ3BR6FFS0W3SJRAGZ8C3MB,17,3047082,2025-03-31 07:05:53 UTC,,,
0FVCQ3D947VKFFVC8PM3364838,17,3047082,2025-03-31 07:05:58 UTC,,,
0FVCQ3ET41AD2M4HVVSP8FGWQ4,18,3047082,2025-03-31 07:06:03 UTC,,,
0FVCQ3GB5SP1R6BRR5MNAXZKMY,17,3047082,2025-03-31 07:06:08 UTC,,,
0FVCQ3HW6J629R1P9RT42EBWRG,13,3047082,2025-03-31 07:06:13 UTC,,,
0FVCQ3KD82MNFHJZFJY51ZA424,14,3047082,2025-03-31 07:06:18 UTC,,,
0FVCQ3MYEXKVJP9HD8BN8GM4VC,14,3047082,2025-03-31 07:06:23 UTC,,,
0FVCQ3PF9150E4WW40J4DRRPXJ,20,3047082,2025-03-31 07:06:28 UTC,,,
0FVCQ3R0GSDGHKVFVB623CHTXQ,12,3047082,2025-03-31 07:06:33 UTC,,,
0FVCQ3SHA6H84168F1PM153MF1,19,3047082,2025-03-31 07:06:38 UTC,,,
0FVCQ3V36B4B6DEMRM06TVX00J,13,3047082,2025-03-31 07:06:44 UTC,,,
0FVCQ3WKAS2MQE1ZEQSMESPHWH,11,3047082,2025-03-31 07:06:48 UTC,,,
0FVCQ3Y4F2HTX8HQB38BR5AM98,12,3047082,2025-03-31 07:06:53 UTC,,,
0FVCQ3ZNC1MC5VG69N350ZS4HD,15,3047082,2025-03-31 07:06:58 UTC,,,
0FVCQ416FJXEVNDJF2Y6XSF2V1,20,3047082,2025-03-31 07:07:04 UTC,,,
0FVCQ42QBJV44B2Q25RGSEZKES,18,3047082,2025-03-31 07:07:09 UTC,,,
0FVCQ448D7FW46P13154M9VM9C,15,3047082,2025-03-31 07:07:14 UTC,,,
0FVCQ45SEX0XGV07WPQFA55XY8,11,3047082,2025-03-31 07:07:19 UTC,,,
0FVCQ47AHEDJGNX0Y3YP058DHA,15,3047082,2025-03-31 07:07:24 UTC,,,
0FVCQ48VQ65B5H6MY9GGZ4V16S,20,3047082,2025-03-31 07:07:29 UTC,,,
0FVCQ4ACRJMYF3SW1643V7FFR1,19,3047082,2025-03-31 07:07:34 UTC,,,
0FVCQ4BXFPPTB2SPYDBG5M6JSJ,17,3047082,2025-03-31 07:07:39 UTC,,,
0FVCQ4DEDGFH90QFGHND31K26S,18,3047082,2025-03-31 07:07:44 UTC,,,
0FVCVSMN3GP5EG0SQ7N7WWPT68,18,3047082,2025-03-31 11:28:31 UTC,,,
0FVCVSP62602ZMH3616B6GPFHM,20,3047082,2025-03-31 11:28:36 UTC,,,
0FVCVSQQ3WQBEA14K5WHRKEANV,20,3047082,2025-03-31 11:28:41 UTC,,,
0FVCVSS86EXM2RB4FTD86MKV73,10,3047082,2025-03-31 11:28:46 UTC,,,
0FVCVSTS6QR1R0RN0QQDFT2ABR,12,3047082,2025-03-31 11:28:51 UTC,,,
0FVCVSWA7MA5WB696GFYFM7NVW,12,3047082,2025-03-31 11:28:56 UTC,,,
0FVCVSXV8W1T9DE5GW08JHB21D,18,3047082,2025-03-31 11:29:01 UTC,,,
0FVCVSZC9NYBSSCXCC6RG5RFKZ,17,3047082,2025-03-31 11:29:06 UTC,,,
0FVCVT0XB7A89E7XYKC6940WJZ,18,3047082,2025-03-31 11:29:11 UTC,,,
0FVCVT2EB1CJSB8TQCJCS6B6E3,19,3047082,2025-03-31 11:29:16 UTC,,,
0FVCVT3ZB627T4GA1XNH4D5KBH,20,3047082,2025-03-31 11:29:21 UTC,,,
0FVCVT5GCFJ5M1H364K1XR9E3M,20,3047082,2025-03-31 11:29:26 UTC,,,
0FVCVT71SW3QB8W62R5W9HSEWZ,14,3047082,2025-03-31 11:29:31 UTC,,,
0FVCVT8KFKN262K3VHK98KQHJ9,17,3047082,2025-03-31 11:29:36 UTC,,,
0FVCVTA3F2CF4YR4AAW11B6C3Z,20,3047082,2025-03-31 11:29:41 UTC,,,
0FVCVTBMM0HJVZDYX13G2YGBTB,19,3047082,2025-03-31 11:29:46 UTC,,,
0FVCVTD5DDJWM3YF3PVAZ2DZMT,13,3047082,2025-03-31 11:29:51 UTC,,,
0FVCVTEPEXWMZ736W6B20V3P2X,19,3047082,2025-03-31 11:29:56 UTC,,,
0FVCVTG7GXX2BMJB133JAE153K,12,3047082,2025-03-31 11:30:01 UTC,,,
0FVCVTHRGYZKW2J2ZCTGW5JS5G,11,3047082,2025-03-31 11:30:06 UTC,,,
0FVCVTK9FXSD95Y9H40THZQ8WK,20,3047082,2025-03-31 11:30:11 UTC,,,
0FVCVTMTG694NJK6CXYAGSQJHF,13,3047082,2025-03-31 11:30:16 UTC,,,
0FVCVTPBJ0KBXF1VHNQE76A3FN,12,3047082,2025-03-31 11:30:21 UTC,,,
0FVCVTQWK7JPK74ZV0VQP66EXS,17,3047082,2025-03-31 11:30:27 UTC,,,
0FVCVTSDN27E5HVN988YFN5940,19,3047082,2025-03-31 11:30:32 UTC,,,
0FVCVTTYM4E44717CE4B21VS09,15,3047082,2025-03-31 11:30:37 UTC,,,
0FVCVTWFRPHSCZ5XJGB04G1XKM,14,3047082,2025-03-31 11:30:42 UTC,,,
0FVCVTY0TV46W5KAVZSGPF9QB8,17,3047082,2025-03-31 11:30:47 UTC,,,
0FVCVTZHTFQNHZ9J8Z8W31XP6X,19,3047082,2025-03-31 11:30:52 UTC,,,
0FVCVV12VWG15B451003PKXE0T,14,3047082,2025-03-31 11:30:57 UTC,,,
0FVCVV2KXPWA33HDJ4QJ1F80D7,18,3047082,2025-03-31 11:31:02 UTC,,,
0FVCVV44Z4NCA2DEJ0SC593NCV,10,3047082,2025-03-31 11:31:07 UTC,,,
0FVCVV5P4FEYB6YWTBMQAAKH63,14,3047082,2025-03-31 11:31:12 UTC,,,
0FVCVV771A4RTF5HH1PVYD648J,20,3047082,2025-03-31 11:31:17 UTC,,,
0FVCVV8R282M642EH47F36EWX1,11,3047082,2025-03-31 11:31:22 UTC,,,
0FVCVVA94ZV41Y66N9N11EX791,14,3047082,2025-03-31 11:31:27 UTC,,,
0FVCVVBT34G2EKBZPWTKDWP1W5,15,3047082,2025-03-31 11:31:32 UTC,,,
0FVCVVDB2MQSSCYCKYBAMGP1QT,14,3047082,2025-03-31 11:31:37 UTC,,,
0FVCVVEW4SQ9HCCK1H149CTPYG,16,3047082,2025-03-31 11:31:42 UTC,,,
0FVCVVGD22QBPR0HEH7213N4H7,10,3047082,2025-03-31 11:31:47 UTC,,,
0FVCVVHY26X4K6RZ1J9RVZP5VY,20,3047082,2025-03-31 11:31:52 UTC,,,
0FVCVVKF4A6XX5A75DBT24P8HV,15,3047082,2025-03-31 11:31:57 UTC,,,
0FVCVVN03DG3JT45NF6KKWZ02P,19,3047082,2025-03-31 11:32:02 UTC,,,
0FVCVVPH0W8HKRDESXBFPDST48,16,3047082,2025-03-31 11:32:07 UTC,,,
0FVCVVR2XTT5JPP70HGQ6S6S87,17,3047082,2025-03-31 11:32:12 UTC,,,
0FVCVVSK2EWG39BDQT3YZNY9QE,13,3047082,2025-03-31 11:32:17 UTC,,,
0FVCW4149M2ZSA58TVX0QB4P7Q,20,3047082,2025-03-31 11:46:41 UTC,,,
0FVCW54Q9FG89H6G2ARCJ4MD1D,15,3047082,2025-03-31 11:48:37 UTC,,,
0FVCW5694Z2398QS1C3PWZ89EY,16,3047082,2025-03-31 11:48:42 UTC,,,
0FVCW57SAZKN76F6PHTQ0WBPBR,13,3047082,2025-03-31 11:48:47 UTC,,,
0FVCW59AF7D7EV8ET4J4B78TEE,15,3047082,2025-03-31 11:48:52 UTC,,,
0FVCW5AV9VR6EZ70R2MKADPM4G,14,3047082,2025-03-31 11:48:57 UTC,,,
0FVCW5CCKTZNJ70F4CKXEPVNZ7,15,3047082,2025-03-31 11:49:02 UTC,,,
0FVCW5DXD64Y45FCK83WA5E6ZD,13,3047082,2025-03-31 11:49:07 UTC,,,
0FVCW5FEGPV79SSDJA0YV1MCNT,10,3047082,2025-03-31 11:49:12 UTC,,,
0FVCW5GZFXM8CP7HAM1PCWYJS7,11,3047082,2025-03-31 11:49:17 UTC,,,
0FVCW5JGG8D4FG5BACN8FMZX92,16,3047082,2025-03-31 11:49:22 UTC,,,
0FVCW5M1G2C4VKWYFVT5Y0NTHT,13,3047082,2025-03-31 11:49:27 UTC,,,
0FVCW5NJDX1Z1FEWEDX38T7KYW,15,3047082,2025-03-31 11:49:32 UTC,,,
0FVCW5Q3C39VRP98WMYPS1BYJ5,17,3047082,2025-03-31 11:49:37 UTC,,,
0FVCW5RMEKD5TA9D71XC7NN4D6,13,3047082,2025-03-31 11:49:42 UTC,,,
0FVCW5T5GPNZJJTDR344WQEHYK,19,3047082,2025-03-31 11:49:47 UTC,,,
0FVCW5VPJS63PRB759ZQZTX47V,14,3047082,2025-03-31 11:49:52 UTC,,,
0FVCW5X7FD12GZ7JTCYYPRC7T0,12,3047082,2025-03-31 11:49:57 UTC,,,
0FVCW5YRR89C5HC5JT680701JZ,15,3047082,2025-03-31 11:50:02 UTC,,,
0FVCW609FP6S6PR0AVWVA8RA58,10,3047082,2025-03-31 11:50:07 UTC,,,
0FVCW61TGT6HX0SEE7BKQD5S21,17,3047082,2025-03-31 11:50:12 UTC,,,
0FVCW63BG6NEKKTPG8PF8VC0KW,13,3047082,2025-03-31 11:50:18 UTC,,,
0FVCW64WGXP5PFZQQE3QX2DWX7,16,3047082,2025-03-31 11:50:23 UTC,,,
0FVCW66DGHM8VNEH4KEJ0FGFFQ,14,3047082,2025-03-31 11:50:28 UTC,,,
0FVCW67YH5SBYVMZ2PNH8V276E,15,3047082,2025-03-31 11:50:33 UTC,,,
0FVCW69FF49WT6EFV2C8SP5W2W,12,3047082,2025-03-31 11:50:38 UTC,,,
0FVCW6B3HHJYSXDNZEYBC6ZQ4M,11,3047082,2025-03-31 11:50:43 UTC,,,
0FVCW6CHS4KCSC7WTF0A5ZAPXW,10,3047082,2025-03-31 11:50:48 UTC,,,
0FVCW6E2EZB4C6KNGV84Q7D5ZB,12,3047082,2025-03-31 11:50:53 UTC,,,
0FVCW6FKERM4C47S3393YY2SSN,16,3047082,2025-03-31 11:50:58 UTC,,,
0FVCW6H4G86MZCT8Q6KS2H179J,20,3047082,2025-03-31 11:51:03 UTC,,,
0FVCW6JNHZ31ZVEDX8TFZ0BDYY,14,3047082,2025-03-31 11:51:08 UTC,,,
0FVCW6M6N7QQKC3652FZYGPRH4,13,3047082,2025-03-31 11:51:13 UTC,,,
0FVCW6NQNDGSGKTRTWMCSCGEBJ,11,3047082,2025-03-31 11:51:18 UTC,,,
0FVCW6Q8KY12TF0CTPHX6AYMPJ,18,3047082,2025-03-31 11:51:23 UTC,,,
0FVCW6RT04VVWJJGABEVWJ3HGG,13,3047082,2025-03-31 11:51:28 UTC,,,
0FVCW6TAMDD9MA1691AZBXNN8K,11,3047082,2025-03-31 11:51:33 UTC,,,
0FVCW6VVPXCBMNKGX835XA25TV,16,3047082,2025-03-31 11:51:38 UTC,,,
0FVCW6XCTBWYZ0KY8JA3NQEAAH,13,3047082,2025-03-31 11:51:43 UTC,,,
0FVCW6YXSVXNYN20VSFZRJX2BC,15,3047082,2025-03-31 11:51:48 UTC,,,
0FVCW70ES4WNGFEHQ4BP1J3SMX,20,3047082,2025-03-31 11:51:53 UTC,,,
0FVCW71ZSMW002M93WW3GTDT09,20,3047082,2025-03-31 11:51:58 UTC,,,
0FVCW73GZ3896H9Q9Q5XV3XT8E,18,3047082,2025-03-31 11:52:03 UTC,,,
0FVCW751S0GNS7DW7QYN7EZ1P1,17,3047082,2025-03-31 11:52:08 UTC,,,
0FVCW76JREVYNHSKCF9XP0ZATP,11,3047082,2025-03-31 11:52:13 UTC,,,
0FVCW783RJGZV9RZWKC06TRR49,20,3047082,2025-03-31 11:52:18 UTC,,,
0FVCW79MTQKDHW5FZT0SJ2BJBF,16,3047082,2025-03-31 11:52:23 UTC,,,
0FVCW7B6ZBHF95Y4H4ZXK4EHSJ,10,3047082,2025-03-31 11:52:28 UTC,,,
0FVCW7CPV6EW5H24PY0XK6K3ZB,12,3047082,2025-03-31 11:52:33 UTC,,,
0FVCW7E7YTHH51DXKCHJ94FNP9,17,3047082,2025-03-31 11:52:38 UTC,,,
0FVCW7FRWDCW25NYZ870Q3G964,12,3047082,2025-03-31 11:52:43 UTC,,,
0FVCW7H9WDR3Q5SS3R7HEKDNFH,12,3047082,2025-03-31 11:52:48 UTC,,,
0FVCW7JTVYZ75KGGVWMZVYNN3T,10,3047082,2025-03-31 11:52:53 UTC,,,
0FVCW7MBVBYP4RJ0G68BCGH6ZA,18,3047082,2025-03-31 11:52:58 UTC,,,
0FVCW7NWYM6ADZ95PRQAQFXFGN,10,3047082,2025-03-31 11:53:03 UTC,,,
0FVCW7QE1RCV01CXNCZ78PZSSM,14,3047082,2025-03-31 11:53:08 UTC,,,
0FVCW7RYY8NCZGH4JB936F2403,13,3047082,2025-03-31 11:53:13 UTC,,,
0FVCW7TFZHF6YB8BG6RNECY160,12,3047082,2025-03-31 11:53:18 UTC,,,
0FVCW7W10PACBJDHFJGHSGRK4M,20,3047082,2025-03-31 11:53:23 UTC,,,
0FVCW7XJ05DE1QTH2GDJYJ8F28,16,3047082,2025-03-31 11:53:28 UTC,,,
0FVCW7Z2ZWRE0CY5Y8SYMRREVP,10,3047082,2025-03-31 11:53:33 UTC,,,
0FVCW80M0SHS5RMXSZC95AHQ6M,13,3047082,2025-03-31 11:53:38 UTC,,,
0FVCW82518EZWXWN4V61XJ6769,13,3047082,2025-03-31 11:53:43 UTC,,,
0FVCW83P3N077WDGXQ9ZGX1MEB,10,3047082,2025-03-31 11:53:48 UTC,,,
0FVCW85747SNE0F0FN47E4Z0SE,14,3047082,2025-03-31 11:53:53 UTC,,,
0FVCW86R3G4J7YD5NMZG1VPGG6,20,3047082,2025-03-31 11:53:58 UTC,,,
0FVCW889537F77F91XGP6AM3P9,14,3047082,2025-03-31 11:54:03 UTC,,,
0FVCW89T5QNGM798KMRXVS5V3M,20,3047082,2025-03-31 11:54:08 UTC,,,
0FVCW8BB7V128R8G1F5M07YACN,18,3047082,2025-03-31 11:54:13 UTC,,,
0FVCW8CW6C53VSZCQJVAM3PE43,11,3047082,2025-03-31 11:54:18 UTC,,,
0FVCW8ED8GQ3RRV2PSSM501K2K,10,3047082,2025-03-31 11:54:23 UTC,,,
0FVCW8FY8B8Y3T2KYE9JMXCRHC,12,3047082,2025-03-31 11:54:28 UTC,,,
0FVCW8HF5J8R228TBZVK3MN35M,12,3047082,2025-03-31 11:54:33 UTC,,,
0FVCW8K07BV26FXD0BZXQNC8ZV,16,3047082,2025-03-31 11:54:38 UTC,,,
0FVCW8MH7JJT579CM1PZ3B5N02,14,3047082,2025-03-31 11:54:44 UTC,,,
0FVCW8P27813AQDZFJBRQRJFJR,18,3047082,2025-03-31 11:54:49 UTC,,,
0FVCW8QKBWBJAKQCR67RXMQ3F8,16,3047082,2025-03-31 11:54:54 UTC,,,
